Country,Code,Strategy,Item,Cost_Original,Currency,Conversion,Cost_USD,NAP_Language
Ecuador,Public Health,"P - Strengthen the institutional capacity of the public health care system in order to develop healthcare services (promotion, prevention, curing, rehabilitation) for people exposed to the use of toxic substances such as mercury and their effects on the community related directly or indirectly to the gold ASGM sector",Constitution of a network of laboratories and institutes that can offer support to studies and research related to the presence and effects of mercury,0.00,USD,1,0.00,EN
Ecuador,Public Health,"P - Strengthen the institutional capacity of the public health care system in order to develop healthcare services (promotion, prevention, curing, rehabilitation) for people exposed to the use of toxic substances such as mercury and their effects on the community related directly or indirectly to the gold ASGM sector",Creation of regulations for standardizing health procedures such as treatment protocols and monitoring of acute and chronic poisoning by organic and inorganic mercury,39'908.00,USD,1,39908.00,EN
Ecuador,Public Health,"P - Strengthen the institutional capacity of the public health care system in order to develop healthcare services (promotion, prevention, curing, rehabilitation) for people exposed to the use of toxic substances such as mercury and their effects on the community related directly or indirectly to the gold ASGM sector",Execute a study of installed technical capacity of all state or privately run laboratories that offer mercury identification or determination services from different matrices,71'680.00,USD,1,71680.00,EN
Ecuador,Public Health,"P - Strengthen the institutional capacity of the public health care system in order to develop healthcare services (promotion, prevention, curing, rehabilitation) for people exposed to the use of toxic substances such as mercury and their effects on the community related directly or indirectly to the gold ASGM sector",Execution of a territorial analysis to determine requirements for more ambulances and emergency routes for the transport of patients from the ASGM communities.,0.00,USD,1,0.00,EN
Ecuador,Public Health,"P - Strengthen the institutional capacity of the public health care system in order to develop healthcare services (promotion, prevention, curing, rehabilitation) for people exposed to the use of toxic substances such as mercury and their effects on the community related directly or indirectly to the gold ASGM sector","Preparation and dissemination, by responsible areas, of a training program for the SNS that will address the diagnosis, treatment and monitoring of diseases present in ASGM communities, with a focus on those caused by mercury exposure, differentiated by gender",20'339.00,USD,1,20339.00,EN
Ecuador,Public Health,"P - Strengthen the institutional capacity of the public health care system in order to develop healthcare services (promotion, prevention, curing, rehabilitation) for people exposed to the use of toxic substances such as mercury and their effects on the community related directly or indirectly to the gold ASGM sector",Strengthening of the emergency network with large-scale mining companies that are located nearby previously identified ASGM sites,0.00,USD,1,0.00,EN
Ecuador,Public Health,"P - Strengthen the institutional capacity of the public health care system in order to develop healthcare services (promotion, prevention, curing, rehabilitation) for people exposed to the use of toxic substances such as mercury and their effects on the community related directly or indirectly to the gold ASGM sector","Structure and implementation of a health surveillance system in the workplace that will help identify pathologies suffered by workers in ASGM sites, differentiated by gender",26'880.00,USD,1,26880.00,EN
Ecuador,Public Health,Q - Enhance the capacity of the system to notify cases of mercury poisoning for the creation of statistics and the development of studies and research,"Establishment of a biomonitoring system, based on priority monitoring points",250'000.00,USD,1,250000.00,EN
Ecuador,Public Health,Q - Enhance the capacity of the system to notify cases of mercury poisoning for the creation of statistics and the development of studies and research,"Identification of points of interest for monitoring of mercury in biotic and abiotic matrices (water, soil, air, sediments, tissue, blood, etc.) These points shall be identified within the mining census process",168'000.00,USD,1,168000.00,EN
Guinea,Education and Awareness,"Sensibiliser les mineurs artisanaux, des populations avoisinantes des site miniers et les responsables locaux sur les risques et méfaits liés à l'uutilisation des produits chimiques en général et du mercure en particulier dans l'EMAPE",Recrutement d'une ONG,7'000.00,USD,1,7000.00,FR
Guinea,Education and Awareness,"Sensibiliser les mineurs artisanaux, des populations avoisinantes des site miniers et les responsables locaux sur les risques et méfaits liés à l'uutilisation des produits chimiques en général et du mercure en particulier dans l'EMAPE","Sensibilisation des commerçants, fondeurs, chefs de site, bijoutiers et balanciers don’t 2 séances dans la région minière de Kankan et une séance dans les 3 autres régions",125'000.00,USD,1,125000.00,FR
Guinea,Education and Awareness,"Sensibiliser les mineurs artisanaux, des populations avoisinantes des site miniers et les responsables locaux sur les risques et méfaits liés à l'uutilisation des produits chimiques en général et du mercure en particulier dans l'EMAPE",Sensibilisation des mineurs artisanaux et familes des sites miniers don’t 2 séances dans la région minière de Kankan et une séance dans les 3 autres régions,125'000.00,USD,1,125000.00,FR
Guinea,Education and Awareness,"Sensibiliser les mineurs artisanaux, des populations avoisinantes des site miniers et les responsables locaux sur les risques et méfaits liés à l'uutilisation des produits chimiques en général et du mercure en particulier dans l'EMAPE","Sensibilisation des responsables et élus locaux, les autorités traditionnelles et coutumières et les populations avoisinantes des sites miniers don’t 2 séances dans la région minière de Kankan et une séance dans les 3 autres régions",125'000.00,USD,1,125000.00,FR
Guinea,Formalization,Faciliter l'accès aux financements à tous les acteurs du secteur de l'EMAPE en Guinée,Réalisation d'une campagne de communication auprès des structures financières pour les inciter à opérer dans le secteur extractif,20'000.00,USD,1,20000.00,FR
Guinea,Formalization,Faciliter l'accès aux financements à tous les acteurs du secteur de l'EMAPE en Guinée,Réalisation d'une étude sur l'évaluation des besoins financiers en termes de crédits et de prêts auprès des structures de financement pour la professionnalisation du secteur de l'EMAPE en Guinée,50'000.00,USD,1,50000.00,FR
Guinea,Formalization,Faciliter l'organisation des orpailleurs,5 ateliers d'information et de sensibilisation des artisans miniers en vue de les encourager à se regrouper en groupements dont 2 séances dans la région minière de Kankan et une séance dans les 3 autres régions,150'000.00,USD,1,150000.00,FR
Guinea,Formalization,Faciliter l'organisation des orpailleurs,Recensement des artisans miniers et leur regourpement en Association,60'000.00,USD,1,60000.00,FR
Guinea,Formalization,Organiser les chaines de commercialisation,2 ateliers de sensibilisation en vue d'inciter les négotiants à s'organiser dans des associations de négociants,50'000.00,USD,1,50000.00,FR
Guinea,Formalization,Organiser les chaines de commercialisation,Etude des chaines de commercialisation de l'or en Guinée,20'000.00,USD,1,20000.00,FR
Guinea,Formalization,Organiser les chaines de commercialisation,Recrutement d'un consultant,10'000.00,USD,1,10000.00,FR
Guinea,Formalization,Renforcer le cadre réglementaire de l'EMAPE en Guinée,Création et mise en place de la police minière dans les zones EMAPE,150'000.00,USD,1,150000.00,FR
Guinea,Formalization,Renforcer le cadre réglementaire de l'EMAPE en Guinée,Vulgariser et promouvoir l'application de l'article 143 du Code Minier versoin Septembre 2011 révisé en 2013 portant sur l'interdiction de l'utilisation de substances et produits chimiques nocifs et dangereux,20'000.00,USD,1,20000.00,FR
Guinea,Formalization,Renforcer le cadre réglementaire de l'EMAPE en Guinée,Vulgariser et promouvoir l'application de l'article 19 de l'arrêté A/2017/6163/MMG/SGG portant régime de l'activité d'axplloitation artisanale et procédures d'attribution des parcelles,20'000.00,USD,1,20000.00,FR
Guinea,Mercury Trade Control,Faire une recherche poussée sur le commerce de mercure,Etude sur la chaine de commercialisation du mercure,25'000.00,USD,1,25000.00,FR
Guinea,Mercury Trade Control,Faire une recherche poussée sur le commerce de mercure,Recrutement d'un consultant,7'000.00,USD,1,7000.00,FR
Guinea,Mercury Trade Control,"Former les agents de Douanes des services de contrôle, de suivi, de sécurité et autres services impliqués dans la gestion des produits chimiques notamment le mercure, au démantèlement des réseaux illégaux d'importation du mercure","2 Ateliers régionauz de formation des agents Douaniers, des services de contrôle, de suivi, de sécurité de 50 participants durant 3 jours chacun sur la commercialisation du mercure dans l'EMAPE et le démantèlement des résaux illégaux de mercure en Guinée",70'000.00,USD,1,70000.00,FR
Guinea,Mercury Trade Control,Renforcer la collaboration régionales sur la lutte contre le trafic du mercure entre pays voisins,Mettre en place un mécanisme d'échange d'information,15'000.00,USD,1,15000.00,FR
Guinea,Mining Practice Reform,Former les acteurs de l'EMAPE à de meilleurs pratiques d'extraction et de traitement de l'or,"Achat et installation des équipements (4 unités pilotes: broyeurs, sluices améliorées, tables vibrantes, cornues et hottes aspirante)",160'000.00,USD,1,160000.00,FR
Guinea,Mining Practice Reform,Former les acteurs de l'EMAPE à de meilleurs pratiques d'extraction et de traitement de l'or,Formation des artisans miniers à l'utilisation des alternatives au mercure dans le traitement des minerais en 4 séances,140'000.00,USD,1,140000.00,FR
Guinea,Mining Practice Reform,Former les acteurs de l'EMAPE à de meilleurs pratiques d'extraction et de traitement de l'or,Formation des artisans miniers bijoutiers et fondeurs à des meilleurs pratiques dans les 4 unités pilotes,100'000.00,USD,1,100000.00,FR
Guinea,Mining Practice Reform,Former les acteurs de l'EMAPE à de meilleurs pratiques d'extraction et de traitement de l'or,Identification de sites d'implantation de 4 unités pilotes de formation don’t 2 dans la région de Kankan,20'000.00,USD,1,20000.00,FR
Guinea,Mining Practice Reform,Former les acteurs de l'EMAPE à de meilleurs pratiques d'extraction et de traitement de l'or,Recrutement d'un consultant pour la formation des artisans miniers à l'usage des équipements acquis,10'000.00,USD,1,10000.00,FR
Guinea,Mining Practice Reform,Former les coopératives minières sur la réhabilitation des terres et la gestion des déchets retrouvés sue les sites miniers,Informer et sensibiliser les coopératives minières sur la nécessité de réhabiliter les sites abandonnés et la gestion des déchets retrouvés sur les sites miniers don’t 2 sénces dans la région minière de Kankan et une séance dans les 3 autres régions,125'000.00,USD,1,125000.00,FR
Guinea,Mining Practice Reform,Former les coopératives minières sur la réhabilitation des terres et la gestion des déchets retrouvés sue les sites miniers,Recrutement d'une ONG pour l'accompagnement des coopératives,7'000.00,USD,1,7000.00,FR
Guinea,Mining Practice Reform,Informer et sensibiliser les artisans miniers et communautés avoisinantes sur la lixiviation au cyanure de résidus prélablement traités avec du mercure,5 séances d'information et de sensibilisation les artisans miniers sur la lixiviation au cyanure de résidus prélablement traités avec du mercure dont 2 séances dans le région minière de Kankan et une séance dans les 3 autres régions,125'000.00,USD,1,125000.00,FR
Guinea,Mining Practice Reform,"Informer et sensibiliser les artisans miniers et communautés avoisinantes sur les impacts du brûlage d;amagemaes à l'air libre et dans les zones d'habitation, ainis que sur l'importance du port des EPI","5 séances d'information et de sensibilisation des Bijoutiers, des Fondeurs, des cheteurd d;or et autres substances minérales, les services de contrôles et de suivi sur le brûlage d'amalgames aà l;air libre et dans les habitations dont 2 séances dans le région minière de Kankan et une séance dans les 3 autre régions",125'000.00,USD,1,125000.00,FR
Guinea,Mining Practice Reform,"Informer et sensibiliser les artisans miniers et communautés avoisinantes sur les impacts du brûlage d;amagemaes à l'air libre et dans les zones d'habitation, ainis que sur l'importance du port des EPI",Recrutement d'une ONG,7'000.00,USD,1,7000.00,FR
Guinea,Mining Practice Reform,Promouvoir l'introduction des alternatives au mercure dans le traitement des minerais,2 Campagnes de sensibilisation et d'inofrmation des artisans miniers sur l'introductions des alternatives au mercure de 15 jours chacune,140'000.00,USD,1,140000.00,FR
Guinea,NAP Management,Mise en place d'un comité national de 15 membres pour le suivi de la mise en oeuvre et l'amélioration du PAN,2 séances d'informations des membres du comité et reportage des activités de mise en oeuvre du PAN se tiennent de façon annuelle,50'000.00,USD,1,50000.00,FR
Guinea,Protecting Vulnerable Populations,Mesures supplémentaires visant à proteger les groupes vulnérables contre l'intoxication au mercure ,Campagnes de sensibilisation pour prmouvoir l'application des textes réglementaires ,50'000.00,USD,1,50000.00,FR
Guinea,Protecting Vulnerable Populations,Mesures supplémentaires visant à proteger les groupes vulnérables contre l'intoxication au mercure ,"Information et sensiblisation pour les artisans miniers et familes, bijoutiers; fondeurs sur les vulnérabilités spécifiques des enfants et des femmes",40'000.00,USD,1,40000.00,FR
Guinea,Protecting Vulnerable Populations,"Promouvoir l'égalité de sexe, autonomiser la femme et améliorer sa position tout au long de la chaine de commercialisation de l'or",2 campagnes communication en vue de reforcer le leadership féminin et promouvoir la formation professionelle des femmes dans l'EMAPE de site en site,70'000.00,USD,1,70000.00,FR
Guinea,Protecting Vulnerable Populations,"Promouvoir l'égalité de sexe, autonomiser la femme et améliorer sa position tout au long de la chaine de commercialisation de l'or",4 séances de formation spécifique en faveur des femmes afin qu'elles acquièrent des compétences techniques et commerciales pour travailler comme mineurs ou administrer les coopératives minières,100'000.00,USD,1,100000.00,FR
Guinea,Protecting Vulnerable Populations,"Promouvoir l'égalité de sexe, autonomiser la femme et améliorer sa position tout au long de la chaine de commercialisation de l'or",Informer et sensiliser les femmes sur les risques d'exposition au mercure des foetus et sur les enfants à travers les groupements et associations des femmes,50'000.00,USD,1,50000.00,FR
Guinea,Protecting Vulnerable Populations,"Promouvoir l'égalité de sexe, autonomiser la femme et améliorer sa position tout au long de la chaine de commercialisation de l'or",Recrutement d'un consultant,15'000.00,USD,1,15000.00,FR
Guinea,Protecting Vulnerable Populations,"Promouvoir l'égalité de sexe, autonomiser la femme et améliorer sa position tout au long de la chaine de commercialisation de l'or",Sensibiliser les femmes de la zone d'EMAPE à travers l'UNOG sur les activités alternatives génératrices de revenus  différentes de la mine,50'000.00,USD,1,50000.00,FR
Guinea,Protecting Vulnerable Populations,Renforcement des mesures pour éviter la participation des enfants aux activités de l'EMAPE. ,Organisation de 3 campagnes de sensibilisation par an pour le renforcement des mesures empêchant le travail des enfants dans les mines artisanales,60'000.00,USD,1,60000.00,FR
Guinea,Public Health,Former les professionnels de la santé,"2 ateliers régionaux de formation des personnels de santé et de l'élevage sur les pathologies liées à l'utilisation du mercure dans l'EMAPE 3 jours chacun et pour 40 participants, dans les zones d'EMAPE ",80'000.00,USD,1,80000.00,FR
Guinea,Public Health,Former les professionnels de la santé,Création d'un centre antipoison,180'000.00,USD,1,180000.00,FR
Guinea,Public Health,Former les professionnels de la santé,Recrutement d'un consultant,15'000.00,USD,1,15000.00,FR
Guinea,Public Health,Former les professionnels de la santé,Vulgarisation du guide AGC et de l'OMS sur la santé dans l'orpaillage et et l'exploitation minière artisanale dans les zones d'EMAPE,30'000.00,USD,1,30000.00,FR
Laos,Education and Awareness,Strategies for providing information to artisanal and small-scale miners and affected communities,Conduct training on engagement methods to the working group for better communication with miners and affected communities,120'000.00,USD,1,120000.00,EN
Laos,Education and Awareness,Strategies for providing information to artisanal and small-scale miners and affected communities,Develop an engagement plan for disseminating information to the ASGM miners and affected communities,40'000.00,USD,1,40000.00,EN
Laos,Education and Awareness,Strategies for providing information to artisanal and small-scale miners and affected communities,Establish a mercury awareness-raising working group focusing on engaging miners and affected communities,20'000.00,USD,1,20000.00,EN
Laos,Education and Awareness,Strategies for providing information to artisanal and small-scale miners and affected communities,Establishing monitoring system on the effectiveness of communication for behavioral change through baseline and follow-up assessments in ASGM communities,120'000.00,USD,1,120000.00,EN
Laos,Education and Awareness,Strategies for providing information to artisanal and small-scale miners and affected communities,Identify targeted ASGM miners and affected communities with detailed social information on those miners for the next stage of outreach plan,100'000.00,USD,1,100000.00,EN
Laos,Formalization,Steps to Facilitate Formalization or Regulation,"Conduct outreach to ASGM communities and businesses to determine if there is an interest in developing ASGM-based associations, cooperatives or other business interest structures",30'000.00,USD,1,30000.00,EN
Laos,Formalization,Steps to Facilitate Formalization or Regulation,Create a task force to investigate the feasibility of establishing of a Lao PDR state gold buying program to help grow a formal gold trade and export market.,25'000.00,USD,1,25000.00,EN
Laos,Formalization,Steps to Facilitate Formalization or Regulation,Develop a monitoring and regulation enforcement plan to reduce illegal ASGM activities,30'000.00,USD,1,30000.00,EN
Laos,Formalization,Steps to Facilitate Formalization or Regulation,Develop and carry out a work plan for stakeholder engagement and participation in the formalization process that is gender equitable,30'000.00,USD,1,30000.00,EN
Laos,Formalization,Steps to Facilitate Formalization or Regulation,Develop legal instruments for increased formalization and better state oversight of the ASGM sector.,30'000.00,USD,1,30000.00,EN
Laos,Formalization,Steps to Facilitate Formalization or Regulation,Develop simplified and clearer licensing requirements for ASGM and enforcement compliance,30'000.00,USD,1,30000.00,EN
Laos,Formalization,Steps to Facilitate Formalization or Regulation,"Develop support structures including training materials and institutional accompaniment for formalizing ASGM extraction, production and supply chain groups.",30'000.00,USD,1,30000.00,EN
Laos,Formalization,Steps to Facilitate Formalization or Regulation,"Formulate legal team to review and propose specific amendments to existing regulations on ASGM and mercury management, taking into account gender equity.",30'000.00,USD,1,30000.00,EN
Laos,Formalization,Steps to Facilitate Formalization or Regulation,Review institutional capacity and identify gaps and resources for enhancing the state's ability to manage the sector and to clarify divisions of state responsibilities,30'000.00,USD,1,30000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,Assess the current legal/regulatory framework for the need to establish new laws and regulations for promoting domestic mercury-free gold markets,100'000.00,USD,1,100000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,Feasibility study for developing a gold standard certificate for responsible artisanal gold production and certification mechanism,80'000.00,USD,1,80000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,Feasibility study for developing economic incentives (tax incentives) for mercury and other harmful chemicals-free gold production,80'000.00,USD,1,80000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,"Feasibility study is carried out on developing a clean investment mechanism (revolving fund, credit scheme, investment matching scheme) for the purchase of mercury-free gold equipment",25'000.00,USD,1,25000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,Feasibility study on creating mercury-free gold demand and market in Laos,75'000.00,USD,1,75000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,"Promotion activities or advertisements on gold certificate systems are carried our through mass media channels, near gold markets and among different levels of government agencies relating to ASGM",100'000.00,USD,1,100000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,Training for ASGM miners for producing and marketing mercury-free gold jewelry/souvenir or decoration products.,100'000.00,USD,1,100000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,Training for provincial and district authorities in industry and commerce sector in conducting business matching for ASGM miners' products,100'000.00,USD,1,100000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,Trial of implementing economic incentives (tax incentives) for mercury and other harmful chemicals-free gold production,100'000.00,USD,1,100000.00,EN
Laos,Market-based Mechanisms,Additional strategies including market-based mechanisms,Trial of implementing gold standard certificate (including mercury and other harmful chemicals-free gold) systems with SGM and AGM gold miners and traders,100'000.00,USD,1,100000.00,EN
Laos,Mercury Trade Control,Strategies for managing trade and preventing diversion of mercury and mercury compounds,"Capacity building for customs officers for tracking and stopping illegal mercury and mercury compounds trade at borders (study tours, exchange program etc.)",100'000.00,USD,1,100000.00,EN
Laos,Mercury Trade Control,Strategies for managing trade and preventing diversion of mercury and mercury compounds,Develop regulations that grant special approvals for mercury and mercury compounds import and for allowed ASGM use,50'000.00,USD,1,50000.00,EN
Laos,Mercury Trade Control,Strategies for managing trade and preventing diversion of mercury and mercury compounds,Disseminate the amended and enacted national laws and regulations on the trade and transport of mercury and mercury compounds to all stakeholders.,80'000.00,USD,1,80000.00,EN
Laos,Mercury Trade Control,Strategies for managing trade and preventing diversion of mercury and mercury compounds,Establish a monitoring and evaluation working group comprised of all relevant stakeholders and authorities,50'000.00,USD,1,50000.00,EN
Laos,Mercury Trade Control,Strategies for managing trade and preventing diversion of mercury and mercury compounds,"Establish a national or regional mercury storage facility for seized mercury stocks and develop guidelines for safe handling, transportation, interim storage and agreements for ultimate shipment to safe disposal facilities",250'000.00,USD,1,250000.00,EN
Laos,Mercury Trade Control,Strategies for managing trade and preventing diversion of mercury and mercury compounds,Investigation of mercury trade volume and routes both legal and illegal,50'000.00,USD,1,50000.00,EN
Laos,Mercury Trade Control,Strategies for managing trade and preventing diversion of mercury and mercury compounds,Review the existing national laws and regulations including trade and transport of mercury and mercury compounds and modify them to be consistent with the Minamata Initial Assessment recommendations and the Minamata Convention,120'000.00,USD,1,120000.00,EN
Laos,Mercury Trade Control,Strategies for managing trade and preventing diversion of mercury and mercury compounds,Setting regulations for the domestic management of mercury in the country to prevent unauthorized diversion to the ASGM sector,80'000.00,USD,1,80000.00,EN
Laos,Mercury Trade Control,Strategies for managing trade and preventing diversion of mercury and mercury compounds,"Work to harmonize mercury trade, customs, enforcement and transport policies with neighboring countries through high-level bilateral and multilateral dialogue using existing trade and policy forums such as ASEAN, the East Asian Summit, the Laos-Vietnam Inter-Governmental Committee, and the Mekong River Commission.",150'000.00,USD,1,150000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,Conduct workshop to build capacity for regional officers and stakeholders to be involved in the data collection,30'000.00,USD,1,30000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,Develop specific regulations prohibiting the cyanidation of tailings previously treated with mercury and develop an outreach and awareness strategy to inform SGM operators using cyanide-based lixiviation,50'000.00,USD,1,50000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,Develop specific regulations prohibiting the practice of whole ore amalgamation and conduct outreach to operations identified as practicing the technique ,50'000.00,USD,1,50000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,"Development and dissemination of educational materials on personal and community protection from mercury exposure (e.g. safe mercury storing method, recycling, etc.)",50'000.00,USD,1,50000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,Establish community ASGM processing zones to reduce widespread pollution caused by burning amalgam within residential areas with proper mercury storing and management functions,180'000.00,USD,1,180000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,Establish land-use policies that prohibit the burning of amalgamation within 100 m residential areas,50'000.00,USD,1,50000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,"Improve the national/regional databases of ""worst practices"" including number of miners and operators involved and their locations and characteristics",100'000.00,USD,1,100000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,Introduce a pilot mercury capture and recycling equipment lending /renting program at ASGM mining villages,50'000.00,USD,1,50000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,Ongoing database maintenance and update,100'000.00,USD,1,100000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,Periodical monitoring of mercury use by ASGM miners and assessment of reduction of mercury use and release in the country,200'000.00,USD,1,200000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,"Provide training to miners, villagers and gold traders performing amalgamation with use of mercury capture and recycling equipment",80'000.00,USD,1,80000.00,EN
Laos,Mining Practice Reform,Actions to Eliminate Worst Practices,"TOT training workshops to government authorities at central, provincial, district and concerned villages on best practices in the use of vapor capture equipment.",80'000.00,USD,1,80000.00,EN
Laos,Mining Practice Reform,"Strategies for promoting the reduction of emissions, releases, and risks of exposure to mercury",Develop a regular monitoring plan to monitor mercury use in ASGM sector,15'000.00,USD,1,15000.00,EN
Laos,Mining Practice Reform,"Strategies for promoting the reduction of emissions, releases, and risks of exposure to mercury",Develop a tailings remediation plan and guidance to reduce future contamination and exposure,40'000.00,USD,1,40000.00,EN
Laos,Mining Practice Reform,"Strategies for promoting the reduction of emissions, releases, and risks of exposure to mercury",Develop guidelines on monitoring and inspection of mercury use and release in ASGM sector,25'000.00,USD,1,25000.00,EN
Laos,Mining Practice Reform,"Strategies for promoting the reduction of emissions, releases, and risks of exposure to mercury",Develop handbook for mercury-free techniques with pictorial illustration,25'000.00,USD,1,25000.00,EN
Laos,Mining Practice Reform,"Strategies for promoting the reduction of emissions, releases, and risks of exposure to mercury",Develop rules and regulations for implementing the mercury management legislation,15'000.00,USD,1,15000.00,EN
Laos,Mining Practice Reform,"Strategies for promoting the reduction of emissions, releases, and risks of exposure to mercury",Establish a mercury-free small-scale gold mining production and demonstration facility to conduct training with SGM operators and investors.,200'000.00,USD,1,200000.00,EN
Laos,Mining Practice Reform,"Strategies for promoting the reduction of emissions, releases, and risks of exposure to mercury",Establish a technical consulting unit among relevant ministries with contact persons from provincial/local agencies to conduct outreach and provide support to miners or stakeholders to convert to mercury-free techniques,120'000.00,USD,1,120000.00,EN
Laos,Mining Practice Reform,"Strategies for promoting the reduction of emissions, releases, and risks of exposure to mercury",Promote and disseminate the handbook for introducing available technology for mercury-free techniques,20'000.00,USD,1,20000.00,EN
Laos,Mining Practice Reform,"Strategies for promoting the reduction of emissions, releases, and risks of exposure to mercury",Training for mercury capture and recycling from amalgamation with inexpensive and simple technology,80'000.00,USD,1,80000.00,EN
Laos,NAP Management,Strategies for involving stakeholders in the implementation and continuing development of the plan,"Appoint a NAP Secretariat, Steering Committee, and Technical Team to guide the implementation of NAP and coordinate between stakeholders",300'000.00,USD,1,300000.00,EN
Laos,NAP Management,Strategies for involving stakeholders in the implementation and continuing development of the plan,Develop regular consultation meetings with AGM and SGM miners and operators,80'000.00,USD,1,80000.00,EN
Laos,NAP Management,Strategies for involving stakeholders in the implementation and continuing development of the plan,Develop regular consultation meetings with ASGM community leaders,80'000.00,USD,1,80000.00,EN
Laos,NAP Management,Strategies for involving stakeholders in the implementation and continuing development of the plan,Develop regular consultation meetings with gold marker operators (e.g. local gold shop owners and gold traders),80'000.00,USD,1,80000.00,EN
Laos,NAP Management,Strategies for involving stakeholders in the implementation and continuing development of the plan,Develop stakeholder communication networks and channels including the coordination of regular meetings,40'000.00,USD,1,40000.00,EN
Laos,NAP Management,Strategies for involving stakeholders in the implementation and continuing development of the plan,"Establish a stakeholder committee for ongoing input on the implementation of the NAP and define its membership, functions and activity scope",100'000.00,USD,1,100000.00,EN
Laos,Protecting Vulnerable Populations,"Strategies to prevent the exposure of vulnerable populations, particularly children and women of child-bearing age, to mercury used in ASGM",Awareness-raising on the risks of mercury exposure through mass media channels,50'000.00,USD,1,50000.00,EN
Laos,Protecting Vulnerable Populations,"Strategies to prevent the exposure of vulnerable populations, particularly children and women of child-bearing age, to mercury used in ASGM",Collaborate with school educational channels to develop a curriculum on mercury exposure that could be taught in selective schools to school-aged children,50'000.00,USD,1,50000.00,EN
Laos,Protecting Vulnerable Populations,"Strategies to prevent the exposure of vulnerable populations, particularly children and women of child-bearing age, to mercury used in ASGM",Develop awareness-raising materials targeting vulnerable populations and disseminate them to targeted ASGM communities and gold sellers,30'000.00,USD,1,30000.00,EN
Laos,Protecting Vulnerable Populations,"Strategies to prevent the exposure of vulnerable populations, particularly children and women of child-bearing age, to mercury used in ASGM",Improve information on ASGM populations and communities to estimate number of children and women with potential exposure to mercury,120'000.00,USD,1,120000.00,EN
Laos,Protecting Vulnerable Populations,"Strategies to prevent the exposure of vulnerable populations, particularly children and women of child-bearing age, to mercury used in ASGM",Revise current laws and regulations in the mining sector to specify the prohibition of employing child labor as well as in any work involving direct contact with toxic chemicals including mercury,30'000.00,USD,1,30000.00,EN
Laos,Public Health,A public health strategy on the exposure of artisanal and small-scale gold miners and their communities to mercury,Conduct training to health workers at district and provincial hospitals as well as health centers near known ASGM sites,140'000.00,USD,1,140000.00,EN
Laos,Public Health,A public health strategy on the exposure of artisanal and small-scale gold miners and their communities to mercury,"Develop a capacity building handbook for health workers on mercury toxicity, exposure pathways, clinical diagnosis, treatment and preventative measures.",25'000.00,USD,1,25000.00,EN
Laos,Public Health,A public health strategy on the exposure of artisanal and small-scale gold miners and their communities to mercury,Develop a database for mercury contamination levels in aquatic animals downstream of ASGM sites,120'000.00,USD,1,120000.00,EN
Laos,Public Health,A public health strategy on the exposure of artisanal and small-scale gold miners and their communities to mercury,Develop and maintain a national database on mercury exposure and related illnesses and ensure its accessibility,120'000.00,USD,1,120000.00,EN
Laos,Public Health,A public health strategy on the exposure of artisanal and small-scale gold miners and their communities to mercury,Develop guidance for the safe handling of mercury by miners and occupational safety,25'000.00,USD,1,25000.00,EN
Laos,Public Health,A public health strategy on the exposure of artisanal and small-scale gold miners and their communities to mercury,"Improve the collection of general health related data, including biological testing of ASGM communities and those near or downstream of ASGM sites as part of better ASGM health surveillance",400'000.00,USD,1,400000.00,EN
Madagascar,Education and Awareness,Des stratégies pour informer les mineurs travaillant dans l’EMAPE,24-1- Évaluer et identifier les moyens de communication pour chaque cible du secteur minier et les membres des communautés,10'000.00,USD,1,10000.00,FR
Madagascar,Education and Awareness,Des stratégies pour informer les mineurs travaillant dans l’EMAPE,31-1- Identifier les thèmes et les objectifs pour chaque thème et chaque cible,5'000.00,USD,1,5000.00,FR
Madagascar,Education and Awareness,Des stratégies pour informer les mineurs travaillant dans l’EMAPE,31-2- Planifier la sensibilisation,170'000.00,USD,1,170000.00,FR
